Text,Boolean Questions
,
#COVID19Ontario:   Daily new cases vs. test % positivity in #Ontario  Line = 7 day moving average. #COVIDー19 #onhealth https://t.co/rW6ZKvG1jd,"['Is there a false positive for covid in ontario?', 'Is there a false positive for covid19 ontario?', 'Is the ontario line the same as the moving average?']"
,
"Unvaccinated people should be concerned about the rapid rise of Delta, which now makes up at least 83% of sequenced cases in the US. https://t.co/zt95CTsSTP 18/","['Do you have to be vaccinated against delta?', 'Is there a vaccine for delta virus?', 'Is there such a thing as delta?']"
,
"JULY 16: #COVID19 in #Ontario  159 cases, 10 deaths, 189 resolved*  28126 tests/day, 8704 pending, 0.6% pos  158 in ICU (112 on ventilator)🏥    +168,616 vaccinations💉  79.1% of age 12+ ≥1 dose💉  (58.6% = 2 doses)  See thread for more graphs📉⤵️  #onhealth #COVID19ontario https://t.co/ClFGBYXlJw","['Is there a vaccine for covidiosis in canada?', 'Is there a vaccine for covid in ontario?', 'Is there a vaccine for covid19 in ontario?']"
,
"Vaccines prime your immune system to fight the virus, so you can avoid not just severe illness and death but also the possible debilitating effects of long Covid, which tens of thousands of Americans are suffering from.","['Is there such thing as a covid vaccine?', 'Is there such a thing as covid?', 'Can you get a covid vaccine?']"
,
"3) Folks, “From 1943 till now, the changes in life expectancy annually have been very small”. Almost three-fourths of that decline is attributed to deaths from covid-19, according to the report. The report did not include data for Asian Americans or other racial groups.","['Is there a decline in life expectancy from 1943 to now?', 'Is there a decline in life expectancy?', 'Has there ever been a decline in life expectancy?']"
,
"*Cases under-reported: Not all infected persons tested. Cases after 1pm yesterday not included until tmr's count.    ""Resolved"" = 14d after symptom onset if not hospitalized/deceased, not accounting for complications.  Source: https://t.co/9UBjYKWgQ7","['Is there such a thing as an infected person?', 'Is there a difference between true and false?', 'Is there a chance of being infected?']"
,
Most Covid-19 deaths are in the 50+ age group while most spread of the virus is age 20-49. As we vaccinate predominantly over age 65 (&amp; I believe in protecting the vulnerable) we won't see a dramatic fall in # of cases until we vaccinate younger groups at end of national rollout,"['Is it possible to die from covid-19?', 'Is there such a thing as covid-19?', 'Do you have to be 65 to get covid-19?']"
,
"105/ In addition, these researchers found markedly diminished generation of SARS-CoV-2-specific plasmablasts &amp; memory B cells among kidney transplant recipients &amp; dialysis patients than among healthy controls.    https://t.co/2erFM1YoLz https://t.co/fLQJdMHs3G","['Is there a difference between healthy controls and patients with sars?', 'Is there such a thing as sars cov-2?', 'Is there a gene for sars cov-2?']"
,
"4/nThe most immediate requirements are:  1. Liquid oxygen in tanks. The requirement is about 40-50,000 metric tons temporarily. Some of it has been procured from Germany, Japan and the M.East. There is a govt. tender to procure these from any supplier, including ones in the US.","['Is it possible to have liquid oxygen in tanks?', 'Is it possible to put liquid oxygen in tanks?', 'Is it possible to have liquid oxygen in a tank?']"
,
"1/2 Vaccine hesitancy is worrisome but inaccessibility is just as problematic. If the B1.1.7 were to tear through Mississippi, as it might, everyone will be bemoaning both. It’s time to address both problems.   https://t.co/et1cC01pns","['Is there a vaccine in mississippi?', 'Is it possible to get vaccinated in missouri?', 'Is it possible to get a 1/2 vaccination?']"
,
nan,"['Is there such thing as a true story?', 'Is there such a thing as true love?', 'Is there a difference between true and false?']"
,
"Excellent thread from my co-author Dr. @MichaelWorobey, explaining his reasoning that a zoonotic origin for SARS-CoV-2 is most likely. I agree.    Of course we should investigate all origin hypotheses. But we also must acknowledge that evidence shows these are not equally likely. https://t.co/23NMGP0eDT","['Is there a zoonotic origin for sars cov-2?', 'Is there a zoonotic origin for sars-cov-2?', 'Is it possible for sars cov-2 to be zoonotic?']"
,
"@EricTopol I know the Israel data on B1617. The question is whether AZ or Covaxin have any real world (or randomized trial) data. Otherwise, need a major change in direction of containment of India's pandemic.","['Is az and covaxin the same thing?', 'Is there a real pandemic in india?', 'Is covaxin and az the same thing?']"
,
"2) Gets worse, 🇮🇱 report also reveals waning potency, showing just 16% effectiveness against transmission among those 2nd-shot vaccinated in January, 44% VE if vaccinated in February, 67% VE if 2nd shot in March, 75% if vaccinated in April. Partly also age effect—but still bad. https://t.co/Oh9eX6AGH5","['Is it possible to get venous infection with a second shot?', 'Is it possible to get venous embolism with 2 shots?', 'Is it good to get vaccinated first time?']"
,
"134/   - In making the case for a 3rd dose of its vaccine, Pfizer presented data from ongoing follow-up of phase III study participants to the White House COVID Response Team this week, but this data has yet to be shared publicly.    This data must be shared publicly.","['Is there a 3rd dose of cov vaccine?', 'Does pfizer have a 3rd dose of its cov vaccine?', ""Is there a 3rd dose of pfizer's vaccine?""]"
,
#COVID19 ICU in #Ontario 🏥    ICU total: 149  ICU non-ventilated: 40  ICU+ventilator: 109    #COVIDー19 #COVID19Ontario #onpoli  https://t.co/mtNSo1NPRd https://t.co/EeZfRV47mm,"['Is there a ventilated icu in ontario?', 'Is there a ventilator in the ontario icu?', 'Is there a ventilator in the icu ontario?']"
,
"Sharing doses with #COVAX is one of the most effective interventions a country can make to keep the pandemic in check. My sincere thanks to @POTUS, @VP @SecBlinken, @PowerUSAID and the US administration for sharing nearly 19 million doses with COVAX: https://t.co/2f1AC69fe3","['Is it possible to spread the covax pandemic?', 'Is there such a thing as covax?', 'Is it possible to spread covax in the us?']"
,
"37/ It's important that we identify good correlates of immunity/protection.    We won't be able to conduct randomized, controlled trials of every vaccine dose/regimen/combo vs every new mutant variant.","['Is there a difference between true and false immunity?', 'Is there a correlation between vaccines and immunity?', 'Is there such thing as a false immune response?']"
,
"Teachers will be vaccinated early in the process, and teenagers probably later. https://t.co/LZynXDgQcv","['Is it possible to get vaccinated early in school?', 'Do you have to be vaccinated to get a vaccine?', 'Is it possible to get vaccinated in school?']"
,
"14) there is some debate about the new 🇮🇱 ~40% efficacy data. Some say unvaccinated are tested more—true, but in that case, then we’d find relatively more cases in the unvaccinated, which would make the vaccine efficacy look BETTER, not worse (seen here).  https://t.co/3SbOzYGQEP","['Is there a difference between vaccine and unvaccinated?', 'Is there a difference between vaccines and unvaccinated?', 'Is there such a thing as an unvaccinated population?']"
,
"15) Thus to rephrase—if unvaccinated are tested more than vaccinated, then we would fine more of the milder / asymptomatic infections in unvaccinated relatively, and that would make the vaccine efficacy look relatively higher, not lower. So that is unlikely to explain the VE dip.","['Is it possible to be vaccinated more than once?', 'Do you have to be vaccinated to get the ve dip?', 'Is there a dip in ve dip from being vaccinated?']"
,
"Delighted that @Gavi has signed an advance purchase agreement to make up to 414 million doses of the @CloverBiopharma vaccine candidate available to the #COVAX Facility, pending @WHO Emergency Use Listing (EUL): https://t.co/X1bkNXokUt","['Is there a vaccine for false lung disease?', 'Is there a vaccine for false lung cancer?', 'Is there a vaccine for polio?']"
,
But fully vaccinated people have high titers of neutralizing antibodies and mature memory B and T cell responses. It's a lot harder for delta to overwhelm these defenses by just throwing more virus at them.,"['Is it possible for delta to be vaccinated?', 'Is it possible to be vaccinated against delta virus?', 'Does a person have to be vaccinated to get the virus?']"
,
5) this is the same person who laughs at a question of kids dying from #COVID19 https://t.co/tY6nhrlYhe,"['Is there such a thing as covid?', 'Is there such a thing as covid?', 'Is there such a thing as covid19?']"
,
"RT @DrNeenaJha: Covid is not just a disease of the elderly or clinically vulnerable   I lost a 22 yr old relative, who was healthy &amp; well,…","['Is covid a disease of the elderly?', 'Is there such a thing as covid?', 'Is there such thing as covid in the elderly?']"
,
Is the #COVID19 #vaccine really effective? We have some stats! https://t.co/yCUKW3mpqu,"['Is the #covid19 vaccine true or false?', 'Is the #covid19 vaccine really effective?', 'Is the covid19 vaccine really effective?']"
,
"Pleasure to speak with @Peston about why ensuring equitable vaccine access and sharing doses with #COVAX benefits the entire world,  stopping deadly waves of the virus and mitigating the risks of variants. #OneWorldProtected @itvpeston: https://t.co/7lBM9vIVsq","['Is there a difference between covax and covacx?', 'Is covax the same as covacx?', 'Is there a difference between covac and covax?']"
,
Vaccines have had an incredible impact throughout history. Dr Fauci’s stark assertion that we wouldn’t have eradicated smallpox with the current level of misinformation must be heeded in the fight against #COVID19. #VaccinesWork https://t.co/zDPIv1dfgq,"['Is there such a thing as smallpox vaccine?', 'Is there a cure for smallpox?', 'Is smallpox and vaccines the same thing?']"
,
3) this is how much excitement others have for vaccines around the world… ⚽️ 🥅 https://t.co/b6l3x6rxCh,"['Is there such thing as a vaccine?', 'Is there a vaccine for polio?', 'Is there such thing as a false vaccine?']"
,
"Vaccines don't replace your natural immunity, they assist it. Vaccines train your immune system to recognize and fight the virus, then disappear—leaving your body to mount a strong defense.","['Is a vaccine the same as an immunization?', 'Are vaccines the same as natural immunity?', 'Is a vaccine the same as an antiviral?']"
,
"Great @ForeignPolicy read on why the world needs “impact hubs"" like @Gavi to tackle a ""range of seemingly intractable global challenges”, including #COVID19: https://t.co/UntGQWCor4","['Is there such a thing as an impact hub?', 'Is there such a thing as impact hubs?', 'Is it true that the world needs impact hubs?']"
,
@suhasinisingh91 No need unless there are any specific symptoms. You should be non infectious after 10th day. Connect with me after that to review.,"['Is it possible to be infected on 10th day?', 'Is it possible to be non infectious on 10th day?', 'Do you have to be infected to get pregnant?']"
,
"Delighted that the first #COVID19 vaccine doses donated by Japan to the @Gavi #COVAX AMC have been delivered! Looking forward to seeing these doses reach the world's most vulnerable, with first deliveries going to Bangladesh, Cambodia and Iran: https://t.co/amLsRdjX1l","['Is the covax vaccine true or false?', 'Is the covaccine vaccine true or false?', 'Is the covac vaccine true or false?']"
,
"Why on earth are we pretending that the pandemic is over? It is not. We need to vaccinate, vaccinate, and continue precautionary measures. Europe is experiencing a THIRD wave. Please... let's be thoughtful.","['Is there still a pandemic in europe?', 'Is there a pandemic in europe?', 'Is it true that the pandemic is over?']"
,
8) “officially back to getting crushed by #COVID19” https://t.co/06hdkqesAS,"['Is it true that i was crushed by covid?', 'Is it true that i was crushed by covid19?', 'Is it true that i got crushed by covid?']"
,
The only valid basis for a decision on Covid vaccine boosters is scientific evidence. CDC and FDA are right—there's no evidence right now that we'll need them. We do NOT know if immunity will wane or if new variants will evade vaccine-induced immunity. Time will tell.,"['Is it possible to get a covid vaccine?', 'Is the covid vaccine a good idea?', 'Is it possible to get a covid booster?']"
,
"FOOD VEDA - Join us for a culinary retreat in association with @jugaadrasoi and learn a 7 course healthy meal live. When: 5th April 21, 9:00 am onwards  Where: https://t.co/yGKyu4uWQS   An initiative by @HCFIIndia and #perfecthealthmela https://t.co/Lbjbocu8Y4","['Is there a 7 course meal live?', 'Is there a food veda in india?', 'Is there going to be a 7 course meal live?']"
,
12) cases have tripled and positivity has doubled in 2 weeks in Florida. Florida no long reports daily cases because of a governor’s edict. We need daily data now more than ever. https://t.co/6VNo4yvEN5,"['Has there ever been a case of cancer in florida?', 'Is there a cure for cancer in florida?', 'Is there such thing as a false positive in florida?']"
,
"16) another debate is that early vaccinations “reflect time that has passed since vaccination, but also… often people with health conditions and who are more prone to infection, such as the elderly.” We discussed this above—but again age isn’t explaining this—60+ &amp; &lt;60 similar. https://t.co/BXS9hy3AGQ","['Is it possible to get an early vaccination?', 'Is it possible to get an early vaccination?', 'Is there such a thing as early vaccination?']"
,
"Treatment for loss of smell and taste in #COVID19 Do not panic, this is an indication of mild and easily treatable infection.  (Please do not self medicate without proper guidance from a medical practitioner) https://t.co/ESFcbO4lzs","['Is it possible to lose taste and smell?', 'Is it possible to lose smell and taste?', 'Is it possible to lose your taste and smell?']"
,
Cheapest test for pneumonia in home treatment of #COVID19   1. Take the 6 min walk test (You should be able to walk for 500 meters in 6 minutes without any difficulty) 2. Measure oxygen level using Spo2 monitor (Should not be less than 95%) https://t.co/voWpjbfu1D,"['Is it possible to walk for 6 mins?', 'Can you walk for 6 minutes without difficulty?', 'Is it possible to walk for 6 minutes?']"
,
"6) #P1 #GammaVariant is the main variant that ravaged Brazil 🇧🇷 previously. It is also the predominant variant in French Guiana (just north of Brazil), where it is causing hospitalization surges. https://t.co/8APStBioUj https://t.co/pnXTzQG4KS","['Is there a virus in french guiana?', 'Is there such a thing as gammavarit?', 'Is there such a thing as mammavarit?']"
,
5) The worry is that an R0=8 could mean #DeltaVariant keeps spiraling out of control… and we get a mass infection burn through like India 🇮🇳 had with its #DeltaVariant surge. We absolutely don’t want this hell-ish scenario. We need fast action! It’s not too late @CDCDirector https://t.co/M1HIaLdBJj,"['Is there such a thing as delta vietnam?', 'Is there such a thing as deltaariant?', 'Is there such a thing as deltaariant surge?']"
,
"Over a million years of evolution, our genome changed 1%. A virus can change its genome 1% in a day. The new Covid-19 mutations being described around the globe are worrisome &amp; now scientists working non-stop to better understand what they mean for our health &amp; for vaccines.","['Can a virus change its genome in 1 day?', 'Can a virus change its genome in one day?', 'Can a virus change its genome in 1 second?']"
,
"2/ COVID VACCINES WORK. They protect you from severe disease, hospitalization, and death.    IF YOU HAVEN'T YET GOTTEN VACCINATED, THIS IS THE TIME. https://t.co/YADqLhQRKa","['Is there such thing as a fake vaccin?', 'Is there a difference between true and false vaccins?', 'Is there a difference between true or false vaccins?']"
,
"@writerknowles I wish we knew more. We don't have enough information about who is getting serious breakthrough infections, although we may hear more in coming weeks. Depends on pre-existing condition. Many people with solid organ transplants don't appear to get a good response from 2 doses.","['Is it possible to get 2 doses of antibiotics?', 'Is it possible to get a solid organ transplant?', 'Do solid organ transplant patients get a good response?']"
,
"Covishield is causing formation of blood clots. Watch out for severe headache, any other neurological symptom along with rise in D-dimer &amp; loss of platelets   It’s a RARE condition. Do not panic if you feel fine/have mild symptoms like fever. Continue the vaccine process as usual https://t.co/YBsdoknQs1","['Is there such a thing as covishield?', 'Does covishield cause blood clots?', 'Can covishield cause blood clots?']"
,
"Many problems, 1 solution! #maskup  Only we can stop the next wave of #COVID19  - Dr KK’s Heart Care Foundation of India https://t.co/IQYX1lkJGZ","['Is there a cure for heart disease in india?', 'Is there a cure for coronary artery disease?', 'Is there a cure for coronary heart disease?']"
,
We are doing better at putting vaccines into arms but at current rate will take 10 months to get 75% coverage. We need @JNJNews &amp; @AstraZeneca vaccines to receive EUA asap to save lives &amp; protect from variant spread. Longer we wait the happier the regulators &amp; the more lives lost https://t.co/npYolz16Sw,"['Is the eua vaccine true or false?', 'Is the eua vaccine a true or false vaccine?', 'Is there a difference between true and false vaccines?']"
,
"The sooner we can ensure COVID-19 vaccine equity and reduce transmission everywhere, the sooner we can address the shockwaves from the pandemic, such as malnutrition and disrupted immunization campaigns: https://t.co/yAz1Acc4gK","['Is the covid-19 vaccine true or false?', 'Is the covid-19 vaccine true or false?', 'Is the covid-19 vaccine a true or false vaccine?']"
,
5) hospitalizations meanwhile continue to soar. Vaccine hesitancy is persistent. Oy. https://t.co/QRZ4Okk7TU,"['Is it possible to get a vaccination?', 'Is it possible to get a vaccinated?', 'Is it possible to get vaccinated?']"
,
Existing vaccines are still effective to prevent severe disease. https://t.co/XBgKuuFWVy,"['Is there a vaccine to prevent severe disease?', 'Is there a vaccine to prevent severe diseases?', 'Is there a vaccine for severe disease?']"
,
@rahulya74454482 Isolate yourself immediately and seek medical advice for COVID-19 treatment. Get your CRP test done.,"['Is there a cure for covid-19?', 'Is crp the same as covid-19?', 'Do you have to take a crp test?']"
,
"Antibodies post infection have been shown to decline over time. In one study, among 156 health workers who had antibodies from Covid infection, 94% experienced a decline around 60 days later. 28% seroreverted to below the positivity threshold of the test. https://t.co/FsQzJzGddQ","['Is it possible for antibodies to covid to decline with age?', 'Do you have to have covid to get antigens?', 'Is it possible for antibodies to covid to decline?']"
,
"Agree, teachers are heroes on the front line- putting their health at risk for the betterment of others. . . https://t.co/I4ZylMRo2w","['Is it true that teachers are heroes in the classroom?', 'Is it true that teachers are heroes in school?', 'Is it true that teachers put their health at risk?']"
,
We need to invest in additional manufacturing capacity in the Global South to prepare for future outbreaks. With #COVAX we have a model for a powerful and effective mechanism that is hindered by supply issues. This vision could help shape our global pandemic response strategy.,"['Is there such thing as a pandemic?', 'Is there such thing as a global pandemic?', 'Is there such a thing as covax?']"
,
RT @USATODAY: The claim: HIPAA prevents anyone from asking if you are vaccinated.✅  Our rating: False ❌ https://t.co/rUIiNVf6ia,"['Is there a way to get vaccinated?', 'Do you have to be vaccinated to get a vaccine?', 'Do you have to be vaccinated to stay safe?']"
,
"3/ The Delta variant has turned suburban streets into a @NASCAR track.    Seatbelts might be enough to keep you safe when you're driving in your suburban neighborhood, but if you're a NASCAR driver, you also want a helmet, airbags, and more. https://t.co/mkzpczJQwB","['Do you need a seatbelt for nascar?', 'Do you need a seatbelt in nascar?', 'Do you need a seatbelt to drive in nascar?']"
,
118/ Patients with certain cancers may also be immunosuppressed.    This study looked at patients with cancer.  https://t.co/a1g8XYtCpq    Y-axis: neutralizing antibodies  Horizontal line: mean antibody titers for each group https://t.co/IEpbE1j4zJ,"['Is it possible to be immunosuppressed?', 'Is there such a thing as immunosuppression?', 'Is there such a thing as immunosuppressed?']"
,
"Proud of @Gavi’s partnership with @Refugees to ensure migrant, refugee and displaced populations receive vaccines against deadly and debilitating diseases. Global access is also critical for #COVID19 vaccines because no-one is safe until everyone is safe. #WorldRefugeeDay https://t.co/cJyYGAOUy6","['Is there a vaccine for migrant and refugee populations?', 'Is there a vaccine for migrant and refugee children?', 'Is there a vaccine for migrant and refugee?']"
,
@sidharthsshukla Visit free online OPD for medical guidance via zoom to seek help from COVID-19 experts.  Zoom ID 84290921517,"['Is there such thing as a false alarm?', 'Is there a difference between true and false?', 'Is opd the same as false or true?']"
,
28/ Long-lived plasma cells in the bone marrow secrete antibodies that provide immediate protection upon rechallenge.    About half of the antibodies in the blood of a healthy adult are produced by long-lived plasma cells. https://t.co/xgoPxrIWgi,"['Is there such a thing as long lived plasma cells?', 'Is there such a thing as long live plasma cells?', 'Is there such a thing as long lived blood cells?']"
,
"1/ &gt;80% of eligible🇨🇦 have a 1st #COVID19 vaccine dose.    Who is unvaccinated? Those with:    -Concerns re safety, side-effects  -Mistrust in process/comms  -Vehemently opposed (regardless)  -Barriers (mobility, language, etc)  -Phobia/allergy  -Etc    https://t.co/DoWnxEiqZu by @JPTasker","['Is it possible to get the covid19 vaccine?', 'Can you get the covid19 vaccine?', 'Is it safe to get the covid19 vaccine?']"
,
"The higher infectivity of Delta means the threshold for herd immunity will be higher. 70% may have been enough before, but likely isn’t high enough against Delta. That’s why we’re seeing case increases even in places like the UK and Israel, which have high vaccination rates. 5/ https://t.co/UKVb0pg9Kd","['Is sheath immunity the same as herd immunity?', 'Is delta the same as herd immunity?', 'Is there such a thing as herd immunity?']"
,
"Vaccination is the surest way to stop Covid, including the Delta variant.","['Is there such a thing as covid in humans?', 'Is there such a thing as covid vaccine?', 'Is there such a thing as covid?']"
,
"The pandemic continues to evolve, and in order to be best prepared, COVAX’s actively managed, diverse portfolio will be critical to meeting countries’ needs so this is an important step forward. https://t.co/yKXmCf2E46","['Is there such thing as a pandemic?', 'Is there a pandemic in the middle east?', 'Is there a pandemic like this?']"
,
"After infection, only a small fraction are neutralizing antibodies- while after the vaccine they all are neutralizing- and there are many more of them. This is needed for duration of response and to protect against the variants. https://t.co/oLWrJw0RZN","['Is there a difference between true and false antibodies?', 'Is there a difference between true and false immunity?', 'Is there a difference between true or false antibodies?']"
,
2) The state is asking that:    - All residents +65 years of age avoid all indoor mass gatherings (regardless of vaccination status)    - All residents with chronic underlying medical conditions avoid all indoor mass gatherings.,"['Do you have to be vaccinated to live in california?', 'Do you have to be vaccinated to stay in california?', 'Do you have to be vaccinated to live in virginia?']"
,
"RT @Cleavon_MD: ‘This is an emergency right now’: UAB doctor on Delta variant, rising cases in Alabama.   This is a really great article in…","['Is there an emergency room at uab?', 'Is there a delta variant in alaska?', 'Is there a doctor in alaska on delta variant?']"
,
"59/ The median antibody titers 71 days after vaccination were 5x &amp; 3.3x lower for the Beta &amp; Gamma variants than versus early strains.    But though we see a drop, neutralizing antibody titers remain well above the limits of detection. https://t.co/tDPqAAUyDV","['Is there a difference between beta and gamma antibodies?', 'Do beta and gamma variants have the same titer?', 'Is there a difference between beta and gamma antigens?']"
,
@MedicalRealism Important potential answer to the question I had raised in the New Yorker. Probably should add proportion of variants of concern (delta) as well to the analysis,"['Is there a difference between true and false?', 'Is there a difference between true or false?', 'Is there such a thing as false or false?']"
,
#COVID19 testing in #Ontario 🧪🔬🦠  - PHO % positive 0.6% (pink)  - Calculated % pos 0.6% (orange)  - Testing: 28126/day (green)  - Under investigation: 8704 today (red)  #COVID19Ontario #CovidTesting #onpoli  https://t.co/clEY6oDkhF https://t.co/IW5VMYHOMZ,"['Is phh positive in ontario?', 'Is there a phh positive in ontario?', 'Is the phh positive in ontario?']"
,
"U.S. Life Expectancy Plunged in 2020, Especially for Black and Hispanic Americans https://t.co/FvXkIlowZz","['Is there an increase in life expectancy in the united states?', 'Is the life expectancy of black and hispanic people increasing?', 'Is the life expectancy of black and hispanic people rising?']"
,
"5. Create field hospitals where oxygen sats can be checked and lower level Covid care (as above can be administered). Remember how during the Spanish flu pandemic, field hospitals were set up outside.","['Can you get oxygen in a field hospital?', 'Is there a field hospital for the flu?', 'Is there a field hospital during the spanish flu?']"
,
6) Mask and airborne science compilation video   https://t.co/HTRCEHTaRq,"['Is there such a thing as an airborne mask?', 'Is there a mask in the air?', 'Is there such a thing as airborne science?']"
,
Log in to https://t.co/nxIgxlgWjF and follow directions to request a demo. It’s crucial to use a digital platform to vaccinate millions. Your State Commissioner can request a demo.,"['Is it legal to vaccinate millions of people?', 'Is it legal to vaccinate millions of dollars?', 'Is it legal to vacate millions of dollars?']"
,
610 million #COVID19 doses have now been donated via #COVAX and are already having a profound impact around the world. I strongly urge other countries to follow suit and commit to #sharedosesnow. https://t.co/YFQ153P1Tg,"['Is there a difference between covid and covax?', 'Is there such a thing as covax?', 'Is there a difference between covax and covid?']"
,
"Catching COVID-19 (or any virus) is nobody’s “fault” &amp; it is greatly harmful to blame individual people for contracting an infectious disease.     However, it DOES make the original decision wrong. Refusing vaccines because of “freedom” endangers others &amp; is not a righteous choice. https://t.co/GtRiavW0nK","['Is it safe to get a covid-19 vaccine?', 'Is it harmful to get a covid-19 vaccine?', 'Is it possible to get a covid-19 virus?']"
,
"Evidence from multiple contact tracing studies, household transmission studies, and population exposure studies suggests that children are less susceptible to Covid than adults. https://t.co/eXgXZvHoyl 4/","['Is it true that children are more likely to be covid than adults?', 'Is it true that children are less likely to be covid than adults?', 'Is it true that children are more prone to covid than adults?']"
,
RT @GayatriAgnew: I live in Arkansas. We have the highest rates of covid in the nation right now. We have a state ban against mask mandates…,"['Is there a mask law in arkansas?', 'Is there a mask ban in arkansas?', 'Is there mask law in arkansas?']"
,
7) authors: “Such a low vaccine efficiency against infection by the #Gammavariant was not expected because in vitro studies have shown a similar reduction of neutralization for Beta or Gamma variants by BNT162b2-elicited antibodies” https://t.co/uzsXuXhcDl,"['Is the beta variant the same as the gamma variant?', 'Is gamma variant the same as beta variant?', 'Is the gamma variant the same as the beta variant?']"
,
The most certain way not to get long Covid is not to get Covid. The most certain way to not get Covid is to get vaccinated.,"['Can you get covid without getting vaccinated?', 'Is it possible to get covid without getting vaccinated?', 'Is it possible to get covid if you get vaccinated?']"
,
"26) This is not good. Even under rosy optimistic scenarios, containing #DeltaVariant was already hard. But it’s not easy…. see details 🧵 https://t.co/PjI6j5WdkT","['Is the delta vietnamese trend true or false?', 'Is delta vietnam true or false?', 'Is delta vietnam a true or false economy?']"
,
Growth of P.1 alongside probable decrease in vaccine effectiveness suggests it's all the more important to get as many people vaccinated as possible as vaccination can still suppress circulation of P.1; it's just that the bar for herd immunity is higher. 13/13,"['Is it possible to get p1 vaccinated?', 'Is it possible to be vaccinated against p1?', 'Is it safe to get p1 vaccinated?']"
,
"Ontario: Daily vaccinations (1st vs. 2nd dose)  1st: 17,486💪🏻💉 2nd: 123,005💉💉  #FullyVaccinated #ontariovaccine  #ThisIsOurShotCA #OurWinningShot https://t.co/wWYSfTYOix","['Is there a difference between ontario and canada?', 'Is there a 2nd dose of ontario vaccine?', 'Is everyone in ontario vaccinated?']"
,
"Ontario: Daily vaccinations (1st vs. 2nd dose)  1st: 18,633💉 2nd: 105,628💉💉  #FullyVaccinated #ontariovaccine  #ThisIsOurShotCA #OurWinningShot https://t.co/JmYVX7TQKE","['Is there a 2nd dose of ontario vaccine?', 'Is it possible to get ontario vaccine?', 'Is there a vaccine for ontario every day?']"
,
"Why Vaccinated People Are Getting ‘Breakthrough’ Infections   “The takeaway message remains, if you’re vaccinated, you are protected...you are not going to end up with severe disease, hospitalization or death.” @celinegounder   https://t.co/IfT57er6Je","['Is it safe to get vaccinated?', 'Is it safe to be vaccinated?', 'Is it true that if you get vaccinated you are protected?']"
,
"Firefighters being vaccinated using the OTHENA platform in Orange County California. Step by step, we WILL get out of this together. https://t.co/OZE3FnwH7T","['Is there a fire department in orange county california?', 'Is there a fire department in california?', 'Is there a fire station in orange county california?']"
,
#COVID19 ICU in #Ontario 🏥    ICU total: 168  ICU non-ventilated: 54  ICU+ventilator: 114    #COVIDー19 #COVID19Ontario #onpoli  https://t.co/mtNSo1NPRd https://t.co/BoKXf8hWRq,"['Is there a ventilated icu in ontario?', 'Is there a ventilator in the icu ontario?', 'Is there a ventilator in the ontario icu?']"
,
Amplifying !! GET VACCINATED. https://t.co/DEC15L5Ko9,"['Is there a difference between true and false?', 'Is there such thing as a true story?', 'Is there a difference between true love and false love?']"
,
This otherwise informative NYT article doesn’t tell us where the excess vaccines are sitting. In freezers ? Not delivered? In central hubs? Where?   https://t.co/GcBmahSw1l,"['Is the article in the new york times true or false?', 'Is there a vaccine in the united states?', 'Is there an excess vaccine in the united states?']"
,
"Vaccination is the surest way to stop Covid, including the Delta variant. Low vaccination rates increase the disruption the virus will cause. 11/","['Do you have to get vaccinated against covid?', 'Is there such a thing as covid delta?', 'Is it possible to get rid of covid?']"
,
Congratulations @AureliaFNguyen for being recognized on @business’ New Economy Catalyst List! Thank you for all your hard work and your tireless commitment towards “charting the global course out of the pandemic”: https://t.co/WQdguXHyMW,"['Is there a pandemic of cholera in the world?', 'Is there such thing as a pandemic?', 'Is there a pandemic of malaria in the world?']"
,
"3/3 And here’s an idea. How about allowing vaccine passports — but if you don’t want one, you need to be tested negative within the last 48 hours. And you’ll be charged for every test. Works ?","['Do you have to be vaccinated to get a passport?', 'Can you get a vaccine in the us?', 'Is it legal to get a vaccine passport?']"
,
#ZeroDoseChildren have never received a single routine vaccine and account for half of vaccine-preventable child deaths. Gavi DCEO Anuradha Gupta’s insightful @devex read outlines how the #COVID19 response presents an opportunity to reach these children: https://t.co/9NSMHsEXuj,"['Is there such a thing as zero dose children?', 'Is there a vaccine for zero dose children?', 'Is there such a thing as zero dose child?']"
,
Lack of precautions at the #KumbhMela would worsen the situation. https://t.co/elUbViu2MQ,"['Is there such a thing as #kumbhmela?', 'Is there such a thing as #kumbhmela?', 'Is there such a thing as #kumbhmela?']"
,
"Thank you to @CEPIvaccines for your early investment to advance @CloverBiopharma’s promising vaccine candidate. As @DrRHatchett says: “CEPI moved with urgency early on in the pandemic to accelerate the R&amp;D needed to develop safe and effective #COVID19 vaccines, at speed.” https://t.co/ls7kvBPhCE","['Is there a vaccine for covid19?', 'Is there a vaccine for the pandemic?', 'Is there a vaccine for covid19?']"
,
9) Cases of #DeltaVariant surging and kids &lt;12 vaccinations still far away—midwinter is now the new date. CDC must act faster and sooner. @kavitapmd is rightfully concerned. https://t.co/5siOKU6SgX,"['Is there such a thing as delta vietnam fever?', 'Is there a vaccine for delta vietnam?', 'Is there a vaccine for delta vietnam fever?']"
,
Wear Masks!!!!,"['Is there a difference between true and false?', 'Is there such thing as a true story?', 'Is there a difference between true or false?']"
,
